dt,temp,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,clouds_all,weather_main
1704067200,14.92,15.09,1021,62,2.6,90,0,1,Clear
1704070800,14.82,14.89,1020,62,2.1,110,0,0,Clear
1704074400,13.82,15,1021,67,2.1,110,0,0,Clear
1704078000,13.67,13.89,1021,68,1.5,90,0,12,Clouds
1704081600,13.82,13.89,1021,67,0,0,0,0,Clear
1704085200,13.82,13.89,1022,67,3.1,110,0,0,Clear
1704088800,15.32,16.67,1022,61,2.6,90,0,78,Clouds
1704092400,15.82,18.34,1022,58,2.6,110,0,0,Clear
1704096000,17.82,18.89,1022,55,1.54,110,,61,Clouds
1704099600,19.72,19.75,1022,53,1.5,0,0,37,Clouds
1704103200,19.82,19.89,1021,52,2.1,320,0,39,Clouds
1704106800,19.82,19.89,1020,56,2.6,320,0,17,Clouds
1704110400,19.84,22.4,1020,51,2.1,0,0,16,Clouds
1704114000,20.82,20.89,1020,49,1.54,320,,40,Clouds
1704117600,18.82,18.89,1020,59,3.1,340,0,40,Clouds
1704121200,18.92,19.09,1020,57,2.1,50,0,40,Clouds
1704124800,18.82,18.89,1020,55,2.1,30,0,40,Clouds
1704128400,16.82,16.89,1020,67,1.54,110,,40,Clouds
1704132000,16.97,17.19,1020,62,1.54,120,,75,Clouds
1704135600,16.82,16.89,1020,63,1.54,110,,40,Clouds
1704139200,16.82,16.89,1020,63,2.1,110,0,40,Clouds
1704142800,15.97,16.19,1020,63,1.54,90,,75,Clouds
1704146400,15.82,16.12,1019,63,1.54,120,,0,Clear
1704150000,15.82,15.89,1019,63,0.51,0,,0,Clear
1704153600,16.02,16.29,1019,61,2.1,120,0,75,Clouds
1704157200,15.82,16.12,1019,63,2.6,120,0,0,Clear
1704160800,15.82,16.12,1019,63,2.1,120,0,0,Clear
1704164400,14.97,16.12,1019,66,2.57,120,,75,Clouds
1704168000,15.82,15.89,1019,63,2.6,120,0,0,Clear
1704171600,14.82,15.56,1019,62,2.6,110,0,0,Clear
1704175200,15.92,16.67,1020,62,3.09,110,,40,Clouds
1704178800,17.82,17.89,1020,55,1.54,100,,0,Clear
1704182400,18.82,18.89,1020,55,2.1,120,0,20,Clouds
1704186000,18.12,18.49,1020,68,7.72,210,,40,Clouds
1704189600,18.82,18.89,1019,63,5.14,190,,75,Clouds
1704193200,18.82,18.89,1019,63,2.6,210,0,40,Clouds
1704196800,19.67,19.75,1019,61,2.6,240,0,40,Clouds
1704200400,19.89,19.89,1019,59,3.6,230,0,40,Rain
1704204000,19.89,19.89,1019,64,3.6,230,0,75,Rain
1704207600,18.52,18.75,1019,65,3.09,170,,20,Clouds
1704211200,17.82,17.89,1020,63,2.1,130,0,75,Rain
1704214800,17.89,17.89,1020,67,3.1,150,0,75,Clouds
1704218400,16.62,16.75,1021,75,2.6,80,0,100,Rain
1704222000,16.82,16.89,1021,77,2.1,100,0,75,Clouds
1704225600,14.82,15,1020,93,1.54,140,,75,Rain
1704229200,14.72,15,1020,94,3.6,110,,40,Rain
1704232800,15.32,17.26,1020,82,2.57,110,,75,Rain
1704236400,15.25,17.13,1020,82,2.57,120,,75,Clouds
1704240000,15.82,16.93,1020,82,3.09,150,,75,Rain
1704243600,15.6,16.75,1020,82,2.57,150,,75,Rain
1704247200,15.11,17.14,1019,88,2.57,100,,75,Rain
1704250800,15.51,17.58,1019,77,2.57,140,,75,Rain
1704254400,15.52,17.86,1020,82,2.57,150,,75,Rain
1704258000,15.64,18.06,1020,82,2.57,110,,75,Clouds
1704261600,16.29,18.64,1020,72,2.06,100,,75,Clouds
1704265200,16.5,18.59,1021,77,2.06,110,,75,Rain
1704268800,17.11,19.4,1021,77,3.09,180,,75,Rain
1704272400,18.25,20.58,1021,68,4.63,190,,75,Rain
1704276000,17.63,19.88,1020,81,5.14,197,,47,Rain
1704279600,17.86,20.07,1019,80,4.71,205,,39,Rain
1704283200,17.65,19.91,1019,80,4.23,203,,31,Rain
1704286800,17.98,20.29,1019,79,3.84,197,,34,Rain
1704290400,17.72,19.99,1019,72,2.06,100,,75,Rain
1704294000,16.9,19.05,1019,82,2.06,150,,75,Clouds
1704297600,16.46,18.41,1019,72,2.06,130,,75,Clouds
1704301200,16.34,17.75,1020,72,2.57,140,,75,Clouds
1704304800,15.85,17.35,1020,77,3.09,150,,40,Clouds
1704308400,15.52,17.03,1020,77,1.54,130,,20,Clouds
1704312000,15.1,17.04,1020,77,3.09,110,,40,Clouds
1704315600,15.17,16.21,1020,67,3.09,110,,30,Clouds
1704319200,15.16,16.81,1020,63,2.57,100,,31,Clouds
1704322800,14.82,16.32,1020,67,3.09,100,,35,Clouds
1704326400,14.99,16.41,1020,59,2.57,100,,40,Clouds
1704330000,15.48,17.35,1019,59,2.57,100,,75,Clouds
1704333600,16.13,18.11,1019,72,4.63,150,,75,Rain
1704337200,16.13,18.23,1019,67,4.12,140,,75,Rain
1704340800,16.24,18.4,1019,63,2.57,140,,75,Rain
1704344400,16.39,18.55,1020,63,2.57,150,,40,Rain
1704348000,16.9,18.93,1020,67,3.09,150,,20,Rain
1704351600,18.93,20.01,1020,63,3.6,170,,75,Rain
1704355200,19.64,20.86,1020,60,6.17,170,,75,Rain
1704358800,19.94,21.3,1020,64,6.69,190,,75,Rain
1704362400,20.19,21.55,1019,60,6.69,190,,75,Rain
1704366000,20.04,21.38,1018,64,7.2,200,,75,Rain
1704369600,18.97,21.22,1018,82,4.63,200,,75,Clouds
1704373200,19.04,21.44,1018,88,5.14,170,,75,Clouds
1704376800,18.91,21.17,1018,72,4.12,160,,75,Rain
1704380400,17.56,19.66,1018,72,3.09,160,,75,Rain
1704384000,17.15,19.14,1018,72,2.57,140,,75,Clouds
1704387600,17.1,19.14,1018,63,4.12,140,,75,Clouds
1704391200,16.69,18.54,1018,63,2.57,130,,75,Clouds
1704394800,16.18,17.68,1019,67,3.6,140,,75,Rain
1704398400,16.29,17.75,1019,63,4.12,150,,75,Rain
1704402000,15.85,17.06,1019,67,4.63,160,,75,Clouds
1704405600,17.37,18.84,1019,68,4.12,150,,75,Rain
1704409200,16.39,17.95,1019,68,3.6,150,,75,Rain
1704412800,16.24,18.05,1019,77,5.66,180,,75,Rain
1704416400,16.17,17.98,1019,77,3.6,140,,75,Rain
1704420000,16.33,18.24,1018,77,4.12,170,,75,Rain
1704423600,16.39,18.44,1018,77,3.6,170,,75,Rain
1704427200,16.29,18.39,1018,77,3.6,160,,75,Rain
1704430800,16.39,18.49,1019,77,5.14,190,,75,Rain
1704434400,16.62,18.92,1019,88,7.72,170,,75,Rain
1704438000,17.03,19.13,1019,82,3.6,150,,75,Rain
1704441600,17.5,19.3,1020,77,4.12,170,,75,Rain
1704445200,17.81,20.1,1019,77,6.17,180,,75,Rain
1704448800,18.18,20.33,1019,77,5.66,190,,75,Drizzle
1704448800,18.18,20.33,1019,77,5.66,190,,75,Rain
1704452400,18.65,20.52,1019,73,5.66,180,,75,Rain
1704456000,18.66,20.93,1019,94,5.66,210,,75,Rain
1704459600,18.56,20.81,1019,94,5.66,260,,75,Rain
1704463200,18.7,20.58,1019,77,5.66,240,,75,Rain
1704466800,18.26,19.96,1020,72,5.66,240,,75,Rain
1704470400,18.59,20.64,1020,77,4.12,220,,75,Rain
1704474000,18.22,20.51,1020,88,3.6,190,,75,Rain
1704477600,18.47,20.66,1021,82,3.09,240,,75,Rain
1704481200,18.05,20.55,1021,94,4.63,230,,75,Rain
1704484800,17.72,20.47,1021,94,3.09,160,,75,Clouds
1704488400,17.6,20.33,1021,88,2.57,150,,75,Clouds
1704492000,17.28,19.58,1021,88,2.06,120,,75,Clouds
1704495600,16.68,18.85,1021,88,2.57,120,,75,Clouds
1704499200,16.3,18.47,1022,88,2.06,130,,75,Clouds
1704502800,15.62,17.52,1021,88,2.57,100,,75,Clouds
1704506400,15.24,16.89,1021,88,2.57,110,,40,Clouds
1704510000,14.67,16.23,1022,94,2.57,100,,20,Clouds
1704513600,14.92,15.91,1022,88,2.57,110,,20,Clouds
1704517200,14.65,15.75,1022,82,2.57,110,,20,Clouds
1704520800,15.28,16.5,1023,82,3.09,110,,40,Clouds
1704524400,17.13,18.99,1023,72,1.54,120,,20,Clouds
1704528000,20.75,22.3,1024,64,1.03,0,,0,Clear
1704531600,21.84,23.67,1023,64,2.06,310,,0,Clear
1704535200,21.88,23.84,1023,73,3.09,320,,0,Clear
1704538800,20.97,24.08,1022,73,3.09,320,,0,Clear
1704542400,20.98,23.89,1022,73,3.6,330,,0,Clear
1704546000,20.47,23.18,1022,68,4.12,330,,0,Clear
1704549600,20.85,22.5,1022,64,2.57,30,,0,Clear
1704553200,18.95,21.45,1022,64,2.57,20,,0,Clear
1704556800,18.26,19.75,1023,68,2.06,20,,0,Clear
1704560400,16.94,18.58,1023,82,1.54,90,,0,Clear
1704564000,16.86,18.32,1023,77,1.03,0,,0,Clear
1704567600,16.61,18.07,1022,72,1.03,100,,0,Clear
1704571200,16.2,17.78,1022,77,1.03,50,,0,Clear
1704574800,16.02,17.69,1021,77,1.54,40,,0,Clear
1704578400,16.01,17.51,1021,72,1.03,0,,0,Clear
1704582000,15.67,17.43,1021,82,2.06,120,,0,Clear
1704585600,15.72,17.46,1020,63,1.54,100,,0,Clear
1704589200,16.28,17.45,1019,76,3.48,101,,0,Clear
1704592800,16.06,17.25,1019,59,1.03,120,,0,Clear
1704596400,15.28,17.23,1019,67,1.54,120,,0,Clear
1704600000,15.36,17.78,1019,58,3.09,100,,0,Clear
1704603600,15.57,17.52,1019,58,3.09,110,,0,Clear
1704607200,17.27,19.6,1019,48,1.54,120,,0,Clear
1704610800,19.77,22.5,1019,52,1.03,0,,0,Clear
1704614400,21.65,24.13,1019,49,1.03,0,,0,Clear
1704618000,22.79,25.4,1018,52,1.54,330,,0,Clear
1704621600,23.76,25.96,1018,53,0.59,39,,15,Clouds
1704625200,24.96,25.94,1017,58,0.92,334,,34,Clouds
1704628800,23.49,25.76,1016,46,2.57,350,,80,Clouds
1704632400,24.23,25.33,1016,43,3.09,330,,94,Clouds
1704636000,23.21,24.31,1016,33,1.54,30,,87,Clouds
1704639600,21.02,22.17,1016,43,1.54,80,,92,Clouds
1704643200,20.11,21.67,1016,56,1.03,0,,91,Clouds
1704646800,19.77,21.67,1017,59,2.57,110,,91,Clouds
1704650400,19.02,20.61,1017,55,0.51,0,,93,Clouds
1704654000,18.7,20.36,1017,59,1.03,120,,96,Clouds
1704657600,18.65,20.41,1018,59,2.06,140,,98,Clouds
1704661200,18.41,20.56,1017,59,2.57,110,,97,Clouds
1704664800,17.99,19.4,1017,59,2.57,110,,88,Clouds
1704668400,18.18,19.68,1017,59,2.57,110,,83,Clouds
1704672000,17.8,19.3,1017,63,1.54,120,,66,Clouds
1704675600,17.35,18.89,1017,63,2.06,110,,3,Clear
1704679200,17.97,20.03,1017,51,1.54,120,,2,Clear
1704682800,18.24,20.5,1017,51,1.54,120,,2,Clear
1704686400,17.19,20.2,1017,55,2.06,140,,56,Clouds
1704690000,17.18,19.93,1018,55,2.57,140,,92,Clouds
1704693600,18.97,20.12,1018,40,1.54,140,,96,Clouds
1704697200,19.92,22.15,1018,52,1.54,140,,95,Clouds
1704700800,21.17,23.43,1018,40,3.6,200,,98,Clouds
1704704400,21.76,24.12,1018,53,5.99,201,,99,Clouds
1704708000,21.85,24.35,1018,43,6.17,220,,98,Clouds
1704711600,21.55,24.01,1017,46,5.66,220,,100,Clouds
1704715200,21.62,24.03,1017,53,5.14,210,,100,Clouds
1704718800,21.94,23.49,1017,53,5.14,220,,98,Clouds
1704722400,20.99,22.31,1017,53,5.14,210,,98,Clouds
1704726000,19.38,20.82,1017,56,5.66,210,,99,Clouds
1704729600,17.83,19.28,1018,63,3.6,170,,96,Clouds
1704733200,16.2,17.23,1018,80,3.33,193,,100,Clouds
1704736800,16.2,17.75,1017,59,3.09,160,,94,Clouds
1704740400,16.25,17.75,1017,59,2.57,140,,97,Clouds
1704744000,15.98,17.23,1017,51,3.6,110,,93,Clouds
1704747600,15.89,17.23,1017,55,2.06,100,,91,Clouds
1704751200,15.4,16.1,1017,51,3.09,100,,96,Clouds
1704754800,15.21,16.07,1017,55,3.09,100,,99,Clouds
1704758400,15.49,16.73,1016,59,3.09,100,,95,Clouds
1704762000,15.59,17.18,1016,51,3.09,110,,100,Clouds
1704765600,14.69,15.78,1016,58,3.09,110,,96,Clouds
1704769200,15.34,17.23,1015,59,3.09,100,,97,Clouds
1704772800,15.33,16.81,1015,63,3.09,100,,93,Clouds
1704776400,15.15,17.23,1015,67,3.09,100,,83,Clouds
1704780000,16.59,18.44,1015,68,2.26,145,,22,Clouds
1704783600,18.61,21.18,1015,59,2.57,130,,40,Clouds
1704787200,21.23,22.93,1015,64,3.09,200,,0,Clear
1704790800,21.42,23.39,1015,64,4.63,220,,0,Clear
1704794400,20.27,23.1,1015,68,5.14,220,,75,Clouds
1704798000,19.95,22.6,1014,64,5.14,200,,40,Clouds
1704801600,20.89,22.42,1014,60,5.14,190,,40,Clouds
1704805200,19.75,22.14,1013,56,5.66,220,,25,Clouds
1704808800,19.05,21.08,1013,56,5.66,200,,31,Clouds
1704812400,17.94,19.3,1014,63,5.14,180,,48,Rain
1704816000,17.56,19,1014,59,5.66,180,,24,Rain
1704819600,17.22,18.75,1015,63,8.75,230,,75,Rain
1704823200,17.03,18.75,1015,55,10.29,200,,75,Rain
1704826800,16.89,18.75,1015,52,10.8,200,,75,Rain
1704830400,16.5,18.18,1016,52,6.69,170,,75,Rain
1704834000,16.43,18.27,1016,59,7.2,180,,75,Rain
1704837600,16.09,17.79,1015,59,4.12,160,,75,Rain
1704841200,15.87,17.41,1015,55,5.14,160,,75,Clouds
1704844800,15.76,17.27,1015,55,4.12,150,,75,Rain
1704848400,15.26,16.91,1015,59,4.63,160,,75,Rain
1704852000,15.12,16.75,1015,55,4.63,150,,75,Rain
1704855600,15.02,16.75,1015,59,5.14,180,,75,Rain
1704859200,15.06,16.74,1015,67,5.66,170,,75,Rain
1704862800,15.04,16.92,1015,67,6.69,180,,75,Rain
1704866400,14.98,17.09,1015,88,8.75,310,,100,Rain
1704870000,15.38,17.53,1016,94,2.57,90,,100,Rain
1704873600,15.96,18.27,1016,88,2.06,0,,100,Rain
1704877200,16.43,18.71,1015,88,3.09,110,,75,Rain
1704880800,17.36,19.68,1015,63,3.09,170,,75,Rain
1704884400,17.35,19.38,1015,59,5.14,170,,75,Rain
1704888000,17.26,19.36,1014,59,5.14,170,,75,Rain
1704891600,15.75,18.45,1014,88,5.14,160,,75,Rain
1704895200,14.84,17.34,1014,82,2.06,100,,75,Rain
1704898800,14.56,16.82,1015,88,4.63,230,,75,Thunderstorm
1704898800,14.56,16.82,1015,88,4.63,230,,75,Rain
1704902400,14.23,16.64,1015,100,4.63,200,,75,Thunderstorm
1704902400,14.23,16.64,1015,100,4.63,200,,75,Rain
1704906000,14.01,16.32,1015,94,7.72,190,,75,Thunderstorm
1704906000,14.01,16.32,1015,94,7.72,190,,75,Rain
1704909600,13.9,16.31,1015,88,5.14,170,,75,Thunderstorm
1704909600,13.9,16.31,1015,88,5.14,170,,75,Rain
1704913200,13.83,16.29,1016,86,7.05,192,,73,Rain
1704916800,13.99,16.42,1016,72,6.69,160,,75,Thunderstorm
1704916800,13.99,16.42,1016,72,6.69,160,,75,Rain
1704920400,14.04,16.38,1015,72,4.12,140,,75,Rain
1704920400,14.04,16.38,1015,72,4.12,140,,75,Thunderstorm
1704924000,13.37,15.28,1015,67,3.09,80,,75,Thunderstorm
1704924000,13.37,15.28,1015,67,3.09,80,,75,Rain
1704927600,13.17,15.16,1015,82,6.17,300,11.83,75,Thunderstorm
1704927600,13.17,15.16,1015,82,6.17,300,11.83,75,Rain
1704931200,12.85,14.73,1015,94,2.57,120,,75,Thunderstorm
1704931200,12.85,14.73,1015,94,2.57,120,,75,Rain
1704934800,13.08,14.79,1014,82,5.66,180,,75,Thunderstorm
1704934800,13.08,14.79,1014,82,5.66,180,,75,Rain
1704938400,13.11,14.96,1014,88,3.09,0,,75,Thunderstorm
1704938400,13.11,14.96,1014,88,3.09,0,,75,Rain
1704942000,13.5,15.37,1014,77,5.14,230,,75,Rain
1704945600,13.54,15.75,1014,72,6.17,230,,75,Rain
1704949200,13.61,15.75,1014,67,7.2,220,,75,Rain
1704952800,13.59,15.68,1015,88,6.17,160,,75,Rain
1704956400,14.29,16.27,1015,77,8.23,180,,75,Rain
1704960000,15.28,17.6,1016,72,7.2,180,,75,Rain
1704963600,15.54,17.76,1015,77,8.23,180,,75,Rain
1704967200,15.86,18.51,1015,94,2.57,200,,75,Rain
1704970800,15.91,18.16,1014,81,3.42,218,,41,Rain
1704974400,15.89,18.19,1014,88,2.57,110,,34,Rain
1704978000,15.72,17.77,1014,77,2.06,100,,75,Rain
1704981600,15.06,16.96,1014,77,2.57,120,,40,Rain
1704985200,14.65,16.68,1014,82,1.54,100,,20,Rain
1704988800,14.56,16.55,1014,77,3.09,110,,40,Rain
1704992400,13.97,15.85,1014,82,3.09,100,,40,Rain
1704996000,13.88,15.53,1014,72,2.06,110,,75,Rain
1704999600,13.85,15.69,1014,82,2.57,120,,75,Rain
1705003200,13.67,15.49,1014,82,2.06,120,,75,Rain
1705006800,13.42,15.16,1014,82,2.06,90,,0,Rain
1705010400,13.79,15.72,1014,82,1.54,150,,75,Rain
1705014000,13.73,15.7,1014,82,2.57,150,,40,Rain
1705017600,13.57,15.67,1014,94,4.12,160,,75,Drizzle
1705017600,13.57,15.67,1014,94,4.12,160,,75,Rain
1705021200,13.8,15.86,1013,94,3.6,100,,40,Rain
1705024800,14.03,16.05,1013,82,3.09,120,,100,Rain
1705028400,14.17,16.25,1013,94,5.14,170,,100,Rain
1705032000,14.28,16.39,1013,88,2.57,140,,100,Rain
1705035600,14.39,16.79,1013,94,7.72,180,,100,Rain
1705039200,14.54,16.72,1013,94,3.6,170,,40,Rain
1705042800,14.97,17.1,1013,82,5.14,170,,75,Rain
1705046400,15.75,17.95,1013,67,8.75,250,,75,Rain
1705050000,16.18,18.4,1013,72,8.23,260,,75,Rain
1705053600,16.1,18.41,1013,72,8.23,260,,75,Rain
1705057200,16.44,18.3,1012,55,9.26,240,,75,Rain
1705060800,16.42,18.31,1012,52,8.75,250,,75,Rain
1705064400,16.63,18.29,1012,59,7.72,250,,75,Rain
1705068000,16.04,17.89,1012,63,7.2,250,,75,Rain
1705071600,14.9,17.22,1012,82,10.8,230,15.95,75,Rain
1705075200,14.75,17.21,1012,88,7.2,190,,75,Rain
1705078800,15.01,17.06,1012,77,6.17,250,,75,Rain
1705082400,15.2,17.42,1012,88,5.14,260,,75,Rain
1705086000,14.78,17.33,1012,94,5.66,290,,75,Thunderstorm
1705086000,14.78,17.33,1012,94,5.66,290,,75,Rain
1705089600,15.77,17.01,1012,67,6.69,270,,75,Rain
1705093200,14.59,16.8,1012,88,7.2,270,,75,Rain
1705096800,14.75,16.63,1012,88,4.63,250,,75,Rain
1705100400,14.73,17.04,1011,94,3.09,150,,75,Rain
1705104000,14.64,16.93,1011,82,3.09,140,,75,Rain
1705107600,14.13,16.43,1011,94,3.6,160,,75,Rain
1705111200,13.85,16.01,1011,94,3.09,150,,75,Rain
1705114800,13.8,15.81,1010,82,4.63,190,,75,Rain
1705118400,14.05,16.06,1010,82,3.6,150,,75,Rain
1705122000,14.18,16.2,1010,82,4.12,150,,75,Rain
1705125600,14.37,16.55,1011,88,6.69,170,,75,Rain
1705129200,14.65,16.68,1011,88,4.63,160,,75,Rain
1705132800,15.18,17.26,1011,82,4.12,150,,75,Rain
1705136400,15.41,17.71,1011,82,3.09,150,,75,Rain
1705140000,14.97,17.77,1010,94,5.14,150,,97,Rain
1705143600,14.76,17,1009,93,7.12,224,,97,Rain
1705147200,14.93,17.22,1009,82,10.8,290,,75,Rain
1705147200,14.93,17.22,1009,82,10.8,290,,75,Thunderstorm
1705150800,14.69,16.88,1009,82,10.8,290,,75,Thunderstorm
1705150800,14.69,16.88,1009,82,10.8,290,,75,Rain
1705154400,14.4,16.47,1009,94,7.2,280,,75,Thunderstorm
1705154400,14.4,16.47,1009,94,7.2,280,,75,Rain
1705158000,14.2,16.17,1009,82,5.14,260,,75,Rain
1705161600,13.78,15.78,1010,88,3.6,190,,75,Rain
1705161600,13.78,15.78,1010,88,3.6,190,,75,Thunderstorm
1705165200,14.81,16.06,1010,82,4.63,300,,75,Thunderstorm
1705165200,14.81,16.06,1010,82,4.63,300,,75,Rain
1705168800,13.84,16.16,1010,91,7.4,190,,92,Rain
1705172400,13.71,16.12,1010,88,4.12,150,,75,Thunderstorm
1705172400,13.71,16.12,1010,88,4.12,150,,75,Rain
1705176000,13.65,16.01,1010,72,4.12,140,,75,Thunderstorm
1705176000,13.65,16.01,1010,72,4.12,140,,75,Rain
1705179600,14.09,16.2,1010,72,4.12,150,,75,Thunderstorm
1705179600,14.09,16.2,1010,72,4.12,150,,75,Rain
1705183200,13.79,15.86,1009,77,2.57,170,,75,Rain
1705183200,13.79,15.86,1009,77,2.57,170,,75,Thunderstorm
1705186800,13.73,15.86,1009,94,6.17,180,,75,Thunderstorm
1705186800,13.73,15.86,1009,94,6.17,180,,75,Rain
1705190400,13.76,15.94,1009,100,3.09,170,,75,Thunderstorm
1705190400,13.76,15.94,1009,100,3.09,170,,75,Rain
1705194000,13.67,15.87,1010,88,3.09,110,,75,Rain
1705197600,13.49,15.66,1010,88,2.57,120,,75,Rain
1705201200,13.42,15.79,1011,94,3.6,120,,75,Rain
1705201200,13.42,15.79,1011,94,3.6,120,,75,Thunderstorm
1705204800,13.2,15.67,1012,94,3.09,110,,75,Thunderstorm
1705204800,13.2,15.67,1012,94,3.09,110,,75,Rain
1705208400,13.15,15.53,1013,94,2.06,50,,75,Thunderstorm
1705208400,13.15,15.53,1013,94,2.06,50,,75,Rain
1705212000,13.63,15.76,1014,88,1.54,120,,75,Rain
1705215600,13.89,15.84,1015,94,2.57,110,,75,Rain
1705219200,14.95,17,1015,82,2.06,130,,20,Clouds
1705222800,15.96,18.17,1015,72,1.03,0,,75,Rain
1705226400,16.01,18.37,1015,72,4.63,200,,75,Rain
1705230000,15.93,18.23,1015,77,2.06,60,,75,Thunderstorm
1705233600,16.26,18.76,1015,72,3.6,150,,75,Rain
1705237200,15.47,18.1,1016,88,2.57,100,,75,Thunderstorm
1705237200,15.47,18.1,1016,88,2.57,100,,75,Rain
1705240800,15.51,17.53,1016,77,2.06,100,,75,Rain
1705244400,14.95,17.26,1016,88,9.77,220,,75,Rain
1705248000,14.74,16.84,1017,88,2.57,120,,75,Rain
1705251600,14.29,16.58,1017,82,3.09,110,,20,Rain
1705255200,13.96,15.79,1018,72,3.6,110,,20,Rain
1705258800,13.34,15.18,1018,94,2.57,270,,75,Thunderstorm
1705258800,13.34,15.18,1018,94,2.57,270,,75,Rain
1705262400,13.52,15.28,1018,77,3.09,100,,20,Rain
1705266000,13.13,14.85,1019,77,2.06,140,,75,Rain
1705269600,13.58,15.59,1019,72,4.12,150,,75,Rain
1705273200,13.62,15.68,1019,72,4.12,150,,75,Rain
1705276800,13.54,15.69,1019,77,6.17,170,,75,Rain
1705280400,13.27,15.4,1019,88,5.14,170,,75,Rain
1705284000,13.16,15.08,1019,77,2.06,120,,75,Rain
1705287600,13.1,14.95,1019,67,4.12,150,,75,Rain
1705291200,12.96,15.08,1020,88,5.66,190,,75,Rain
1705294800,13.15,15.12,1020,77,2.06,130,,40,Rain
1705298400,13.89,15.97,1021,77,3.09,140,,75,Rain
1705302000,14.51,16.55,1022,77,4.12,150,,75,Rain
1705305600,15.36,17.29,1023,67,4.63,170,,75,Rain
1705309200,15.89,17.86,1023,55,5.66,180,,75,Rain
1705312800,15.5,17.75,1022,55,4.12,210,,75,Rain
1705316400,15.5,17.78,1021,67,4.12,180,,100,Rain
1705320000,15.37,17.62,1021,77,4.12,160,,100,Rain
1705323600,15.48,17.87,1022,82,5.14,170,,75,Rain
1705327200,15.49,17.59,1022,72,1.54,100,,75,Rain
1705330800,14.9,16.99,1023,82,3.6,130,,75,Clouds
1705334400,14.76,16.93,1023,77,4.63,130,,75,Rain
1705338000,14.7,16.67,1023,82,3.6,120,,75,Rain
1705341600,14.15,15.88,1024,82,3.09,130,,100,Rain
1705345200,14.23,15.7,1024,74,4.89,172,,42,Clouds
1705348800,14.2,15.4,1023,63,2.57,120,,40,Clouds
1705352400,13.73,14.98,1023,67,2.06,0,,40,Clouds
1705356000,13.81,15.32,1023,67,2.06,100,,75,Clouds
1705359600,13.65,15.15,1023,67,1.54,100,,75,Clouds
1705363200,14.03,15.07,1023,62,1.03,0,,75,Clouds
1705366800,13.18,14.92,1022,71,2.57,130,,75,Clouds
1705370400,13.61,14.99,1022,58,3.6,150,,75,Clouds
1705374000,14.26,15.07,1022,58,3.09,150,,75,Clouds
1705377600,14.78,15.9,1023,69,6.1,180,,92,Clouds
1705381200,15.03,15.9,1023,51,7.72,180,,40,Clouds
1705384800,14.73,16.37,1023,51,4.63,200,,75,Clouds
1705388400,15.65,17.56,1023,51,5.66,180,,75,Clouds
1705392000,16.58,18.48,1023,48,7.2,180,,75,Clouds
1705395600,16.99,18.95,1023,45,6.17,180,,75,Clouds
1705399200,17.52,19.79,1022,52,7.2,180,,75,Clouds
1705402800,17.88,20.29,1021,48,8.75,180,,75,Rain
1705406400,17.5,19.8,1021,51,5.66,180,,75,Rain
1705410000,17.46,19.49,1021,70,6.98,211,,50,Rain
1705413600,16.87,19.05,1021,63,4.12,170,,75,Clouds
1705417200,15.98,17.62,1021,59,3.6,150,,75,Clouds
1705420800,15.37,17.23,1022,59,3.6,150,,75,Clouds
1705424400,15.08,15.75,1022,63,3.6,140,,75,Clouds
1705428000,14.94,15.75,1022,63,3.09,130,,75,Clouds
1705431600,14.81,15.75,1022,63,3.09,140,,75,Clouds
1705435200,14.51,15.24,1022,67,3.09,140,,40,Clouds
1705438800,14.49,15.31,1022,63,2.57,130,,40,Clouds
1705442400,14.25,14.99,1021,67,2.57,150,,40,Clouds
1705446000,13.95,14.65,1021,62,3.09,160,,40,Clouds
1705449600,13.79,14.59,1021,62,2.06,140,,40,Clouds
1705453200,13.19,13.73,1020,62,3.09,120,,40,Clouds
1705456800,13.41,14.05,1020,58,3.09,120,,40,Clouds
1705460400,13.56,14.26,1020,58,2.57,110,,40,Clouds
1705464000,13.93,14.75,1021,58,2.57,110,,40,Clouds
1705467600,14.48,15.33,1021,54,2.57,110,,40,Clouds
1705471200,14.93,16.25,1021,51,1.54,100,,40,Clouds
1705474800,15.43,17.48,1021,59,1.54,140,,94,Clouds
1705478400,16.65,18.77,1021,59,3.09,160,,75,Clouds
1705482000,17.3,19.47,1021,55,2.57,180,,75,Clouds
1705485600,19.3,21.04,1020,55,3.09,280,,75,Clouds
1705489200,18.48,21.11,1019,59,5.14,230,,20,Clouds
1705492800,18.76,21.12,1019,59,5.66,200,,75,Clouds
1705496400,18.35,20.74,1019,63,5.14,180,,75,Clouds
1705500000,17.89,20.16,1020,68,6.69,200,,75,Clouds
1705503600,16.46,18.51,1020,67,3.09,160,,40,Clouds
1705507200,15.57,17.72,1021,72,4.12,180,,40,Clouds
1705510800,15.38,17.65,1021,77,4.12,160,,40,Clouds
1705514400,15.3,16.75,1021,67,3.09,150,,40,Clouds
1705518000,15.53,17.39,1021,63,2.57,120,,40,Clouds
1705521600,15.12,17.21,1021,67,2.06,140,,40,Clouds
1705525200,15.43,16.58,1021,63,2.06,110,,59,Clouds
1705528800,15.35,16.87,1021,67,2.57,110,,51,Clouds
1705532400,14.11,16.37,1021,72,2.57,110,,42,Clouds
1705536000,14.32,16.9,1021,67,2.06,110,,37,Clouds
1705539600,15.24,17.09,1021,62,2.57,110,,0,Clear
